,m_c18p_0001,m_c18p_0003,m_c18p_0004,m_c18p_0007,m_c18p_0009,m_c18p_0011,m_c18p_0015,m_c18p_0021,m_c18p_0022,m_c18p_0026,m_c18p_0027,m_c18p_0028,m_c18p_0032,m_c18p_0037,m_c18p_0038,m_c18p_0039,m_c18p_0044,m_c18p_0046,m_c18p_0047,m_c18p_0049,m_c18p_0055,m_c18p_0056,m_c18p_0061,m_c18p_0063,m_c18p_0067,m_c18p_0068,m_c18p_0080,m_c18p_0081,m_c18p_0096,m_c18p_0097,m_c18p_0098,m_c18p_0106,m_c18p_0108,m_c18p_0114,m_c18p_0115,m_c18p_0118,m_c18p_0120,m_c18p_0122,m_c18p_0126,m_c18p_0129,m_c18p_0131,m_c18p_0135,m_c18p_0137,m_c18p_0139,m_c18p_0155,m_c18p_0158,m_c18p_0160,m_c18p_0161,m_c18p_0163,m_c18p_0170,m_c18p_0172,m_c18p_0178,m_c18p_0182,m_c18p_0190,m_c18p_0199,m_c18p_0210,m_c18p_0220,m_c18p_0222,m_c18p_0223,m_c18p_0230,m_c18p_0233,m_c18p_0234,m_c18p_0238,m_c18p_0239,m_c18p_0240,m_c18p_0241,m_c18p_0244,m_c18p_0253,m_c18p_0257,m_c18p_0265,m_c18p_0269,m_c18p_0270,m_c18p_0274,m_c18p_0276,m_c18p_0280,m_c18p_0281,m_c18p_0284,m_c18p_0290,m_c18p_0297,m_c18p_0298,m_c18p_0300,m_c18p_0301,m_c18p_0302,m_c18p_0305,m_c18p_0309,m_c18p_0311,m_c18p_0318,m_c18p_0322,m_c18p_0326,m_c18p_0327,m_c18p_0329,m_c18p_0334,m_c18p_0341,m_c18p_0349,m_c18p_0353,m_c18p_0355,m_c18p_0356,m_c18p_0360,m_c18p_0363,m_c18p_0374,m_c18p_0375,m_c18p_0378,m_c18p_0380,m_c18p_0392,m_c18p_0395,m_c18p_0397,m_c18p_0402,m_c18p_0403,m_c18p_0418,m_c18p_0426,m_c18p_0428,m_c18p_0430,m_c18p_0432,m_c18p_0438,m_c18p_0441,m_c18p_0442,m_c18p_0447,m_c18p_0456,m_c18p_0469,m_c18p_0475,m_c18p_0500,m_c18p_0501,m_c18p_0527,m_c18p_0530,m_c18p_0572,m_c18p_0574
4080_2,793,11571,240,9111,50607,141274,129102,28590860,6801070,3740,107520,364215,661207,826582,157679,5365234,1495055,9521,32244,90203,4660320,50040,3515,31982,528132,1312916,5879471,29852,29382,72029,19574,37582,0,43738,1015921,24019,10277,30341,12615,347615,89888,520212,167298,7929,73748,5736,32710,51946,505648,806822,362512,2634424,7337,25778,52310,14793,2957235,60379,2197,10854,9855319,29942644,0,0,705,2998,3370,125680,33603,5954,4697,24330,29414,461775,62784,153361,106730,467627,12361,50,845387,7248122,2061,99000,13291,9917,301073,43251,481283,14190,9323,800,17757,35746,1105975,17409806,5237,32334,313520,18086,675809,24603,1172,993,0,27833,40274,0,441033,768824,19,364187,280,2328,14630,101623,520754,10197,4523,1169313,0,5177,0,150527,10486,10349
4080_3,291,12905,206,7508,39358,130671,261086,30496784,6424053,3346,82825,218688,701133,657445,205807,5214618,1420689,6958,36707,71086,4714462,34287,1496,22599,717047,1181979,5187526,27304,11063,32701,35448,34106,0,38182,809983,17248,11396,34114,34202,203392,61720,371423,38643,10109,94876,6571,13428,44881,400724,789270,390504,2322024,6232,25427,72052,15772,2383720,69271,9351,9685,10671369,27940872,216,870,4063,13589,6899,132680,16138,6650,3215,17735,16827,413973,68369,119082,102129,369917,18290,14976,1065034,5990466,1601,48993,4944,8124,65096,48994,724400,9015,8973,1873,8513,52716,921793,17538362,4021,37231,327832,27589,410338,29590,271,1982,320,30313,59510,0,305231,339390,7614,380458,277,426,15585,163222,554315,11602,2127,1122120,231,4596,0,26799,4102,13984
4080_4,666,52,400,8415,117027,187827,40845,21419074,7158588,4484,107981,295171,770306,811613,257144,4855254,5202505,4865,28470,80573,5193512,45022,1528,24516,633014,1120856,2919241,14044,23707,12096,83832,27747,0,41080,844311,23510,9666,38194,22210,584499,65183,345929,157528,9453,88274,10342,22798,43998,313810,625543,362119,1972063,3255,15400,49102,15280,1730376,65565,4308,12533,9242265,26098950,1046,6167,18829,45037,7844,112141,74347,6552,2394,110469,21939,267920,39777,95749,86747,310619,21916,103725,901310,5552298,0,34966,14466,5025,301392,54166,543575,2335,13890,1596,6753,23348,1286939,16580072,4215,39294,303382,5260,403850,25819,935,1116,334,27002,46171,656,323272,490639,1565,9342,490,1883,46539,5697,731627,11043,5538,1466343,355,3916,107,110546,13120,15643
4081_1,4535,11424,501,14709,67240,169165,203603,26846348,5647624,4077,155797,167979,524355,653594,138043,3166401,2231973,19486,34352,66246,5378834,36950,5095,41104,453823,1297808,4761292,20156,15544,85877,31110,47016,0,45002,912594,19791,14363,47649,6662,502019,126086,183520,137463,9490,91784,10260,35173,49453,452430,793041,411036,2405655,11791,45208,46311,19060,2666248,73805,15225,8971,12565807,33787668,37437,31857,62075,80410,3174,135126,60613,8954,3358,18201,55614,397034,78659,107914,98713,1598596,223320,1186449,732263,7112423,24717,129302,29737,7998,437379,46428,239248,3941,10421,4496,51921,43427,1815584,18687956,10457,39395,329202,28333,350087,37530,4477,6235,7,26622,63976,0,342457,1344971,905,497096,177,2802,32273,125400,1785505,15822,4097,3213989,0,6280,0,271519,14926,36277
4081_2,5633,10023,400,11893,48767,154843,222958,25726132,5757446,4171,145595,248567,545881,551109,170394,3591016,2095953,20123,34905,66758,5434114,32127,6299,28001,668064,1294035,4251924,20378,12943,57375,35973,42338,0,42157,902318,18639,12867,54489,25925,346477,88058,215452,208610,5633,45961,12619,30514,45603,446426,774050,427002,2295261,15948,30958,48699,17096,2830290,73773,16630,5702,10526028,28256898,33992,58204,93800,187518,3851,148374,102690,7096,1609,19207,23822,375198,63968,110985,95375,799348,189079,1301005,837323,6671716,23115,75938,23645,7190,181994,54103,191535,6172,6214,517,42178,36264,982400,16882676,6591,51193,328649,40161,388257,33253,1760,5254,401,30562,52604,0,348671,830146,1818,453147,727,1144,25908,131493,1313998,12709,3262,2828027,231,6295,0,86546,10091,33572
4081_3,3000,0,0,27872,85439,118020,361454,25885564,5464538,4070,197828,261235,595127,606051,178535,3432661,1682840,14553,31655,77511,5245636,36982,8907,56821,699393,1330089,4162103,14517,38999,140551,53301,40394,0,43375,738083,20896,13020,36304,17503,491109,187407,175035,174656,4823,93705,12246,40943,41957,504879,779931,436307,1601230,19460,35675,42403,15735,3141548,64884,2521,5584,11507795,30749590,23255,15905,43167,66156,4328,145362,61651,8951,3340,18137,59316,417416,71817,112674,67173,756158,142205,780571,717070,6435580,9388,154304,30707,10903,582181,50619,434780,4547,4696,1666,61048,39855,1181086,19415896,4763,50014,376602,11209,365146,38295,1541,3583,0,28753,50249,0,426220,783125,3,20490,0,4574,19156,5028,926576,12323,4211,2016801,239,9081,164,330289,21305,41025
4081_4,3327,1177,135,18738,107350,104995,204167,21197520,5284518,4556,38484,234872,549935,592999,190893,3107208,1563543,15786,27909,69906,4985023,37594,2872,4238,790859,1229596,4016198,13671,10367,2884,58469,35933,0,31407,717613,20146,8983,35846,13076,753271,1727,157687,148815,5353,43639,8070,6581,37752,476889,769871,429703,1102363,15071,30052,44456,13440,3062143,71497,5885,4865,9274063,26835500,21893,21779,37415,59338,3980,137762,62157,7341,2826,56292,2927,370408,57077,107451,48245,641485,124729,671341,1221528,5779946,11759,3078,30520,8106,1302,54515,422701,4123,11829,1392,10161,45163,1477712,16121318,4889,40699,319870,17899,369073,39872,778,2534,125,28034,71783,1473,321066,706627,1300,35314,0,5313,13161,3405,755764,10220,2025,1612070,205,517,0,247,1604,13639
4082_1,5822,6385,2038,12139,109863,245540,31876,25935586,4576681,10180,103204,274891,567766,706022,145096,3946618,1921134,12238,69983,84546,4056333,50854,15695,25971,545262,1045668,3591758,13990,9303,20714,42875,33199,0,35171,555600,27795,16162,34016,31050,776246,72291,406987,70196,17575,101236,38378,24913,50731,654557,825455,337852,2330796,5342,51151,45829,14452,3829739,134953,44783,19141,15992522,44378284,30402,15647,41835,49184,7043,113670,80858,8868,37999,215002,106789,392135,22728,129567,83003,890363,385113,2217362,973742,9929165,19399,420979,49627,25859,307519,71286,328821,10951,5647,3425,43335,32024,46764,27117412,8788,47680,484036,90998,93636,60136,3188,14881,6020,26631,59903,2286,1390557,1573164,0,414723,408,599540,18445,91910,615507,10138,25651,1572061,708,43653,0,493478,12131,18967
4082_2,7022,10265,1208,6574,73611,377465,33795,27395066,5359406,12483,98701,308742,519660,696839,145186,3139420,30308786,11490,58109,72634,2801752,62418,13435,18095,940786,550367,635910,4477,22753,12067,53350,40259,0,34189,675747,28055,10167,31683,36984,476807,32729,122188,75238,17933,45667,12492,14712,50505,279315,759956,356979,2409723,4063,49814,40997,15478,1199740,139610,46131,20992,14538433,42382848,11057,5309,15495,26974,4478,124905,32728,8267,33613,20222,45839,341315,26883,121172,85915,697184,240092,663334,1723042,8971692,8529,136671,38484,18935,69500,263045,172192,7475,4261,2258,12915,36169,139760,30676852,7574,61394,494320,160246,170443,41084,1750,10219,3482,39580,50715,3708,981865,1529344,841,481661,324,247237,58350,169598,784840,12498,25117,1896298,333,21773,123,63545,6474,25280
4082_3,6905,7482,1544,9422,92425,349629,34678,29267494,4962582,10395,103841,277077,505689,732250,127971,3510248,5333472,10981,61232,71290,4530872,50126,14729,28628,746706,807493,2431665,8060,16324,25610,55638,38521,0,31466,1110965,25458,10809,45420,37780,590673,70053,182737,72622,19797,106420,46397,38134,61689,567590,779776,320514,2331281,8296,55268,42339,16900,3598847,119733,40672,16953,16203780,46738004,4194,1521,16311,26681,6774,102703,98276,8339,41648,76788,96561,300710,32565,110083,88561,399841,185540,690905,1050930,8429995,10234,452034,36924,26831,268028,56545,97918,7596,7256,987,42091,34995,137290,33038550,5657,58591,398590,59150,135479,40638,2133,12652,2059,30489,50705,7022,1514024,1649427,0,246457,123,563762,20123,95239,593599,11397,24624,1403402,237,49694,0,364629,12151,22021
4082_4,8470,1165,831,8961,187165,309768,30441,32047424,5819632,8424,119475,292972,563637,1039957,217047,4301612,3195212,16506,58744,93216,4414258,73676,7232,25089,1083050,1006460,3064836,9343,10445,25280,95712,29949,537,31551,1052039,33739,12509,41937,38298,857603,58607,276433,71502,21678,99822,11508,40732,69467,451180,878526,405439,2826959,4998,78619,51708,13663,4449480,112355,36989,18222,18140570,48400360,11265,1370,22231,27840,5837,132878,76588,6916,45020,152444,104011,320435,23046,139433,77778,503295,217850,858532,1078587,9564232,10583,463939,41178,29758,276331,65074,215136,9932,8110,1181,23853,35591,119117,32865162,4630,57878,435266,16738,135842,49395,1445,10713,553,15300,67376,4331,1598507,950712,0,19111,401,1176778,16857,8408,506944,13007,51130,1096594,453,53006,106,409509,12071,12271
4083_1,825,14121,350,6780,180354,149089,16474,28734210,7781175,6117,146633,162104,486939,596612,157744,6198284,3922266,13330,34087,65827,6022734,54559,10095,53257,616601,948598,4898933,19865,26553,107794,62029,29645,83598,33374,861118,18758,10310,48653,16036,590426,161935,610753,99563,6954,92622,8134,40751,58356,385423,637131,369953,1263641,8748,38950,51398,11218,2580370,96512,17167,13536,9984816,27156518,26123,81722,116133,238433,951,121315,19653,6174,13885,46889,46203,345838,61605,78667,105389,415729,431803,2098908,378984,6158133,19196,91267,17475,7895,1182073,82840,142669,3213,5320,2347,38037,29470,2060340,18098124,3701,30374,208401,13613,589908,25500,2409,14045,191,33923,51888,540,306650,743029,870,393744,168,2591,31778,201999,1029750,14648,8061,2027343,202,7179,0,352450,21987,28329
4083_2,564,18061,425,8056,117367,166236,369849,27470618,7583587,6878,112597,155666,559900,640081,139133,6356264,1490475,9269,40599,64920,5295308,40721,9374,27532,420946,1201831,5321968,19425,28052,87456,44218,35467,14522,33675,675073,20359,10278,46772,15229,536821,107203,368688,76854,3584,78304,8198,36543,44912,492577,649227,332045,1683771,12517,28809,43246,14610,3835467,91307,3731,14140,9500746,29488116,16604,32137,46021,81981,2682,111584,26864,6925,12494,54235,26220,318694,35904,79390,93663,431500,372939,2304468,317819,6246454,13635,70347,7114,7268,319898,52709,43620,3066,10534,919,27940,28193,1777307,19830740,5295,37595,261132,12504,699504,23155,1201,12411,1000,31406,47744,908,326936,632059,2534,677620,366,1297,39359,273083,1468515,13548,9476,3114803,123,4501,94,134401,12488,27833
4083_3,893,19691,260,10125,186484,259724,370267,33053622,9205090,6925,162584,145032,327180,730647,151061,5498610,1088492,11256,45959,67904,6222882,39230,11717,56563,459639,1243740,5217094,29964,39702,118439,28741,39365,153902,35863,1021263,14782,15940,43680,14236,591703,184315,355323,89578,6052,91056,10356,12721,52102,416720,582837,380809,1809510,6678,56493,49377,16475,4008975,107025,16229,15574,9767489,11084966,29749,74527,106579,208107,2758,124226,40589,6861,13184,23281,37334,288271,53824,86613,83101,161427,548638,3846902,265476,6098235,21996,88106,17100,7806,512391,57803,38243,2744,8833,3616,43269,25606,3675356,20393698,2851,48978,257607,25740,688630,30932,2433,12138,0,37409,70680,1030,240755,738484,5721,856364,126,272,27943,244043,977452,14206,8163,2132353,56,5387,0,222884,18500,35180
4083_4,710,0,447,7551,181001,171191,194869,33879804,7604162,6569,87889,190369,603003,978889,212658,5606500,983930,12974,43347,76568,6975760,50529,5572,15368,1199280,1079682,5547724,23149,21555,34054,113855,37735,151280,39971,718162,24133,15586,42929,27073,1089710,51732,277791,90154,7857,76378,8491,41939,46090,423230,687990,425538,2649147,9171,56702,57650,12997,3823670,86015,14449,15585,13487891,39420100,8322,26886,40094,79828,705,144373,29015,6531,13606,51701,31092,282219,59456,88815,103336,253609,200446,1089585,608140,6889045,11391,67183,17125,12655,165889,59121,29828,3904,11147,1697,12723,48507,1467875,24176592,3045,31196,311351,24914,685794,30040,1781,11808,785,32480,51119,1318,421924,752991,5,26379,356,9626,25203,7771,2042101,20399,8314,3395652,0,4395,0,105388,6586,17155
4084_1,5667,0,877,12694,75021,121719,211633,30372456,7061372,3842,93744,275810,497059,924150,276212,11289275,1690557,12581,28587,83311,5142102,37647,1720,30754,742924,1223395,5916454,34462,30129,63936,89266,53358,0,39285,111383,28634,10384,49486,21596,499888,92341,459832,148011,3764,72966,9258,46462,57633,360162,935338,309320,2814098,53230,54257,68737,17121,2480469,52414,14921,14444,13430372,34994420,14102,26902,50559,97644,3877,100657,32203,9904,4941,52369,43604,257199,61677,166248,45733,935356,167628,795003,602961,8629230,8688,127004,6128,13389,249849,59764,178400,10686,12522,1142,30448,49156,513424,25522170,6771,64765,461091,28290,321585,36452,2559,3973,0,40222,43434,0,525601,1028650,871,8973,391,27891,29401,4922,847564,15777,2504,1649705,117,10625,0,199583,8117,19070
4084_2,2290,274,192,13864,76919,146297,303057,34652452,7115640,3230,86980,308196,412267,1150357,281929,9156015,1830358,17880,36050,84133,5516191,37470,667,42087,585860,1337780,6722535,42824,13202,59247,86900,55386,0,51872,117264,25202,12723,55035,32955,637537,98755,450801,81521,3733,80086,11063,55877,63270,417363,843759,366966,2769466,11680,82349,75054,19342,2515844,47054,2083,10594,17082528,45417468,6906,2231,17124,26237,3547,117017,34612,9067,5024,18170,59174,277674,82658,172988,59372,1131857,98053,672025,421858,10152911,6958,158110,8032,9995,298925,75963,266691,12192,14406,1933,13444,55852,617961,31668898,8746,67365,479660,65264,292566,44735,1650,3230,0,27667,38020,0,444210,1108414,6,18071,394,26422,33662,6338,988173,16069,4156,42395,575,10058,0,268194,12081,35363
4084_3,1272,275,679,10265,91954,152754,152338,31131818,5778322,3894,67930,198789,389988,935054,270728,4743018,1413180,17429,36061,73086,5597859,36701,2938,35428,994768,1259105,5740504,28118,13364,56537,75051,69421,0,43734,191918,22257,15989,41170,21384,556272,85247,300305,108995,4403,85203,11622,44000,56428,434515,709158,359678,2426375,9779,74221,58235,15168,3170048,51773,3040,10955,12335909,33731564,13648,9079,22075,39942,2259,115272,38133,11296,4488,42508,61006,256795,88172,151187,54631,778837,107502,694398,459428,7058740,9215,173271,13025,13960,258381,63039,170610,6256,11353,800,33611,53728,726998,23458576,7012,52400,409595,26105,368178,41321,712,2800,0,44943,37074,0,598261,1015056,263,10212,327,26137,12375,4893,799805,15165,4625,28854,96,10144,132,250092,8720,38288
4084_4,397,0,554,8938,102605,198334,155643,34878820,7239710,4462,35403,247522,445014,1234567,272729,7226709,7097830,17930,30749,82326,5328790,42145,323,11679,1125275,975201,5058649,24177,14024,2133,87078,73968,0,51141,155244,25123,15938,47043,22409,633155,15434,380813,107562,3792,53234,9362,15892,60462,380966,812907,363839,2034665,8739,73102,67529,18763,2224614,54043,10776,9779,15906505,42826028,22488,11388,32176,39282,8235,114292,35645,11199,5039,39790,9066,267225,100074,147757,50296,1469341,119683,825294,1010561,9262933,9216,7160,10105,17701,2327,63775,265197,14236,12923,3436,5652,47766,528806,30489972,10127,61964,505876,9276,345281,48026,852,2636,163,25579,39370,500,697827,1072518,553,14093,292,47221,10277,5159,1182764,15952,3549,30130,697,345,0,169,280,28577
4086_1,2694,2141,1540,14457,106062,146784,141534,27701646,5335178,9834,151848,298031,601310,1176039,358435,10634909,1588477,7006,72302,92916,5121956,38251,11949,65315,717770,1653650,3483753,38268,75179,74234,86877,65697,0,46587,303818,23664,26282,122678,37849,809173,142244,749222,121957,8235,103325,13112,43290,44032,371643,841340,704662,1444763,36369,89354,108087,20868,3965270,120440,26581,13592,17518662,45649496,13068,139094,179580,478656,3510,160100,31786,10628,9285,218976,935254,451252,939422,180220,179300,2069116,192152,593214,8353588,7965358,8749,1566078,5693,41815,2778748,30944,881226,8113,11291,3982,47273,54535,67693,30882054,10218,250392,553545,47046,118716,46514,1632,132158,969,30922,39008,127630,1886767,721220,328,20271,239,21103,27762,5545,1188352,18563,3600,19199,2676,32975,0,873380,129099,63524
4086_2,2381,450,758,11717,171256,310777,46583,29867406,5539694,9899,77112,378625,640903,953092,299680,7816672,2363414,7835,63379,111655,5865750,51196,16637,41961,670958,954609,3730642,18297,32128,50038,126617,55254,0,36689,329995,25950,11048,36583,27647,745346,102802,353246,60694,12653,93339,42613,39755,36568,445710,952506,356892,2324639,5719,36277,58023,11662,3849960,133578,72685,25770,15291988,40829440,16357,193367,232314,567547,3409,113982,18512,6906,10565,78299,100208,269323,87947,198426,96124,961022,124167,687350,3829638,7852714,8804,163876,4390,11113,579535,48568,146269,12121,12070,1469,36846,57195,2308426,26202668,12823,58313,418330,20706,418592,35750,2872,19800,608,23833,39998,72161,469574,341756,740,14120,0,331794,25709,7832,2371220,12193,16817,5845434,0,43827,135,473028,23997,34897
4086_3,1863,638,2449,15661,105886,187207,199326,31433448,5570298,8662,86197,238705,541566,1085948,336564,7802064,1463898,10401,66601,77901,5413518,40618,5745,52717,924802,1510379,3485160,35341,77134,64560,95077,65245,0,44468,629796,24982,29563,70727,24733,866215,106962,659709,144507,8302,84152,13404,51654,52969,391551,777984,794730,1294179,13984,87929,95545,21299,4470104,110165,21276,12281,17366070,44187988,18348,232215,265020,778986,3251,185613,37644,14242,11337,288707,596129,370228,898613,156360,174141,2093774,260049,505049,7820052,8416561,12377,1311213,8776,45452,1968114,48168,1286249,9390,8375,2594,93757,50849,62414,32079376,10256,282836,518543,40318,103584,51003,1178,122832,424,19071,37116,48405,1855865,455087,700,25481,333,21984,11317,7862,832569,18730,3759,21174,1977,28150,115,564348,86196,41843
4086_4,1665,1409,2176,16725,143812,187058,179008,32837890,6039317,10638,94727,303700,601439,1262429,381525,8916095,1570304,6595,75262,86787,6071668,49954,5357,56672,889398,1442510,4553254,33380,86105,76675,87645,72860,0,45247,364898,22555,27323,87478,34510,783262,146977,749155,83132,8136,76779,14913,52732,56530,381770,850343,668062,1243386,12623,86041,104184,20136,3256003,138358,24445,15467,17616172,45696468,38538,473265,523947,1434977,7204,144988,28259,10210,9400,298414,911864,380411,1041551,167501,133962,2192702,480402,1099820,6970184,9014255,16409,1401959,11666,39195,2743197,51747,1614486,12540,19835,7053,109482,52075,60491,30357086,9750,290913,543346,59796,118092,51612,2072,172299,0,22484,48422,76146,1812622,657109,0,15146,44,17939,21159,5504,1343598,18802,4016,22091,2325,28451,135,838076,127158,48999
4087_1,679,7671,271,8216,62671,155650,119428,24149626,4903482,5330,103929,203068,554241,735541,168761,4110018,2146540,6434,39599,59753,4854860,45068,2615,31247,595640,1146266,3812271,19864,24809,75769,37726,40809,238,45451,918835,19484,14254,37586,17825,445418,92928,173566,124855,10561,98036,9803,35969,36075,453790,693297,309950,2102940,41610,40881,53751,13721,2952081,70070,2288,11513,11495506,34168008,359,165,607,4133,2777,107365,52318,7440,15189,21156,49456,352150,54003,82236,61524,362938,19495,23533,421997,6611198,2162,142709,6287,8452,283282,50530,74243,2717,8651,933,11324,51240,1342270,21518750,3916,40519,345213,5028,422493,29265,1128,2725,727,27720,56233,773,407180,850454,30,133454,413,8220,26133,79855,808537,13619,3291,1551633,306,9438,0,204231,8155,34660
4087_2,875,11843,107,9574,69271,210919,255242,27616282,6788521,4473,167500,243355,527377,640385,209368,4828594,2804997,6111,29856,64727,5652952,47868,4865,41749,492213,1263927,3491497,18947,15132,92995,37960,38663,184,44786,1186786,15478,12107,53993,7025,451846,108706,201454,103359,12915,58526,13251,60077,42878,446871,660351,324261,2169387,23556,53318,44587,18985,2561442,66577,8297,10474,10704761,31115302,12734,2671,22206,22387,899,116205,97052,6297,11944,19464,41647,345232,73258,101617,46216,447131,155854,957617,412359,6930682,12988,98336,7048,7759,443850,84194,108896,3796,9269,664,46273,34310,1675943,19244534,4480,55576,386897,8775,501904,29178,4484,3182,4,32849,63813,0,317295,1616342,407,346773,241,455,29092,165937,777282,13443,5415,2087354,114,5965,0,233270,15291,32326
4087_3,3338,512,110,7339,127663,150480,180582,25662588,5243057,3664,77674,236536,549400,1058010,280371,4492176,2119004,5757,34359,81165,6161566,52537,944,25256,1169169,1095425,4558164,16964,15476,40706,109846,38647,0,49909,929443,23116,15470,38426,15141,845072,50758,220668,104983,4843,91414,7945,28377,42165,372317,606292,353909,2301262,58743,50603,49616,14914,2531959,62228,2195,11984,13635161,36945472,0,1624,8726,19352,2699,112958,73523,10002,7998,109695,32678,247082,51356,93712,57762,481204,35286,123224,1056344,5977849,3210,83253,9764,11533,193205,48669,187220,7288,14308,720,6747,49276,800767,22861690,5680,36659,349125,17863,372094,34008,756,3865,445,32654,68160,0,473453,1085554,283,17919,390,15922,16859,7389,767176,14241,7412,1489507,91,7038,0,127242,7230,14722
4087_4,232,722,983,6872,98240,206884,146799,28121746,6282238,3703,83884,270972,602701,928518,284348,5871860,2872354,8633,34166,75615,5899824,46442,181,24045,1165054,1008783,4779262,21128,11468,39572,89556,36089,353,41336,968498,18515,15137,48198,22139,842567,53922,236907,149970,8331,28309,9546,27349,46617,461834,670122,371107,2400132,8263,51424,45754,12254,2578878,64021,12490,10550,12263023,33764064,5916,2341,11754,18636,2766,111144,59001,9568,13501,41924,26672,254682,81541,94172,46919,9232844,82867,403180,1641920,7759050,6084,66439,26329,9777,154342,42376,148988,3219,12020,10738,16443,47000,1560481,20874416,30525,39728,390754,19087,382825,32932,1637,3131,28,32269,61824,966,404777,1592738,306,31454,337,5164,23135,9020,894621,15278,6788,1765576,132,7831,0,89615,8762,24708
4088_1,1465,5402,7822,10232,72800,169862,136382,33532478,5743228,5991,72613,273262,484944,1021507,212230,5093563,1625652,19303,43362,76625,4752135,37187,3712,33825,660915,2040523,3762996,18372,15027,64182,36432,41010,0,44868,381294,25912,18708,73571,35181,743849,100529,272076,94854,6278,109870,11469,45006,66358,513570,768938,436252,2676114,1462833,48351,61659,18769,3601700,78421,2767,15177,13947150,38167832,1692,77656,104721,272539,3469,138130,40929,13617,32267,22719,63174,400769,53818,128277,39847,627536,131260,705964,316416,8045696,7616,202105,108792,13518,316871,57677,96594,5208,7677,1960,45969,50361,837172,23553944,5518,54204,384005,18393,331408,36247,178,9960,8,43889,47686,1266,489784,1365564,0,357151,302476,16214,16647,75400,1570742,18605,2964,36193,404,9230,0,294259,10710,17552
4088_2,731,7362,1195,11458,75338,200348,198804,28952532,5338746,5780,77070,239401,494260,926060,194074,5013996,1144969,16133,40318,71467,4595926,33911,3654,36065,567656,2136232,3602976,17025,11472,64730,29253,40686,0,45557,292561,20083,18261,52923,27150,553527,94882,218827,99378,3115,74901,10371,45053,53480,560391,884082,314109,2364574,6795,55093,60683,14390,4031003,75219,14882,12965,12070625,32484054,2095,46456,69597,191546,2538,104805,37485,7356,24451,36261,54284,406664,76744,125636,35748,411579,75523,427839,255129,6876134,4789,190755,86682,14336,298268,59485,77409,7556,11084,1697,16909,51206,991615,21725054,4345,37563,293341,13604,305642,29728,421,10619,0,21308,38262,0,550054,745820,0,363949,5245,17983,11909,88637,1641682,14907,4359,2688924,131,5323,118,250768,12319,19247
4088_3,930,595,426,11688,149458,236714,235366,38234548,6755424,4291,73262,299159,566558,1436255,358649,6760058,1261631,11869,32997,90679,6619452,49114,5736,28148,879278,1991694,3201500,22606,28489,51361,89962,46964,0,51026,383944,27442,14677,56536,22831,828740,74057,315104,85232,3860,82559,11595,26787,62121,457542,868437,495031,2026260,7555,54346,69327,17980,3521361,65317,14918,14934,16661422,45625232,2193,56267,80314,196665,5160,148717,23703,11176,21992,65635,59970,268868,51676,138575,28018,214188,79763,286113,297097,9694144,4474,97494,6786,9137,367125,52981,165704,7288,11970,1083,12257,52602,1509287,30257210,953,44539,466506,8365,457892,41214,624,8926,497,28451,59467,0,420437,1305094,609,17416,226,28260,17031,6151,1370693,16553,9208,2409473,192,3513,125,298458,14212,32911
4088_4,1289,432,437,13743,116102,225090,260274,41518888,6827647,3263,78353,349074,711437,1316664,342206,11647236,1904626,14418,32163,96309,5123460,43772,98759,34750,959838,1798561,3264468,21070,14386,62303,62220,29895,0,50297,528609,28255,21289,63265,24369,511232,88346,626823,124330,4373,84850,30108,44944,77841,432741,840202,451279,3874184,6556,81457,73554,24736,3452498,49137,14249,11404,19991354,52699336,5373,26538,44040,110733,4981,152662,31640,10274,19375,36183,98983,347846,67439,111221,28569,507002,127217,804577,303637,12067983,5118,182473,5464,12444,472971,54677,174959,6358,12024,2670,16376,57105,875437,32835030,5477,86595,468896,21474,622730,47220,1987,16638,398,34073,26031,461,562115,717816,0,67734,303,31535,32393,22804,971010,17746,5701,27839,343,7337,0,433678,16331,15295
4089_1,747,10628,668,9146,72016,144979,132711,24806096,5357988,4485,112003,176154,399559,780917,193886,3193680,1222219,16349,34823,55789,4862369,43854,22543,31105,423265,1296880,3510881,21145,22896,55039,40195,34751,472,40968,262785,21902,14268,37834,17419,577233,82018,698103,104104,10373,113284,10436,30848,36867,366228,630747,325125,1901807,3948,38800,54088,15728,3477918,64838,12989,10560,12176214,32444740,41850,58962,76264,141712,7504,122681,54005,6706,2677,71840,48743,354380,45354,98980,85076,1167802,265272,996942,202959,5570674,17046,144949,21241,15066,305423,65291,164823,6468,9468,4621,42838,50781,1657241,22092594,8541,46936,305292,30120,342575,32461,2730,22700,400,44553,51081,58956,550195,1004895,5,438283,22,34648,26972,109556,1630594,11851,1778,3130466,265,4395,0,264731,10231,25480
