general-projectname	general-readlength	general-readlengthr2	general-runname	general-samplename	subsample-rawreads	subsample-subsampledreads	fastqc-meanreadqualityR1	fastqc-meanreadqualityR2	fastqc-pct-adapter	fastqc-pct-deduplicated	fastqc-pct-dimer	fastqc-pct-gc	fastqc-sequencelength	fastqc-totalsequences	fastqspeciesscreen-pct-Adapters	fastqspeciesscreen-pct-Chloroplast	fastqspeciesscreen-pct-Mitochondria	fastqspeciesscreen-pct-NoHit	fastqspeciesscreen-pct-PhiX	fastqspeciesscreen-pct-Vectors	fastqspeciesscreen-pct-ecoli	fastqspeciesscreen-pct-human	fastqspeciesscreen-pct-mouse	fastqspeciesscreen-pct-rRNA
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	31	62685	62685	34.3	30.3	0.08	13.12	0.00	54	301	62685	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	310	50554	50554	33.2	30.6	0.01	14.31	0.00	55	301	50554	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.01	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	311	72698	72698	34.1	30.6	0.06	12.62	0.00	54	301	72698	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	312	1974	1974	33.4	28.8	1.59	43.16	0.00	54	301	1974	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	99.80
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	313	71804	71804	34.4	30.7	0.08	14.51	0.00	54	301	71804	0.00	0.01	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	314	62559	62559	34.5	30.5	0.01	14.32	0.00	55	301	62559	0.00	0.01	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.93
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	315	79098	79098	34.7	30.6	0.10	13.79	0.00	54	301	79098	0.00	0.00	0.00	0.12	0.00	0.00	0.01	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	316	87917	87917	34.5	30.8	0.06	13.87	0.00	54	301	87917	0.00	0.01	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	317	49615	49615	33.3	30.6	0.02	15.70	0.00	54	301	49615	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	318	81606	81606	34.5	30.7	0.13	13.53	0.00	54	301	81606	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	319.C1	24899	24899	32.2	30.6	0.01	20.09	0.00	54	301	24899	0.00	0.00	0.00	0.09	0.09	0.00	0.00	0.03	0.00	99.79
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	32	56819	56819	34.3	29.2	0.07	14.67	0.00	54	301	56819	0.00	0.00	0.00	0.07	0.01	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	320	24251	24251	32.8	30.4	0.01	16.63	0.00	55	301	24251	0.00	0.00	0.00	0.05	0.04	0.00	0.00	0.00	0.02	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	321	40436	40436	32.9	30.8	0.04	15.06	0.00	54	301	40436	0.00	0.00	0.00	0.16	0.01	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	322	41347	41347	32.8	30.4	0.02	16.26	0.00	55	301	41347	0.00	0.00	0.00	0.09	0.03	0.00	0.00	0.00	0.03	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	323	38906	38906	32.7	30.5	0.02	17.56	0.00	54	301	38906	0.00	0.00	0.00	0.12	0.07	0.00	0.00	0.01	0.00	99.80
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	324	14634	14634	31.8	30.3	0.00	22.95	0.00	53	301	14634	0.00	0.00	0.00	0.08	0.22	0.00	0.00	0.03	0.00	99.67
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	325	25020	25020	32.3	30.5	0.02	18.57	0.00	54	301	25020	0.00	0.00	0.00	0.05	0.07	0.00	0.00	0.04	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	326	34743	34743	32.4	30.7	0.02	15.45	0.00	53	301	34743	0.00	0.00	0.00	0.14	0.01	0.00	0.00	0.00	0.08	99.77
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	327	12267	12267	31.5	30.2	0.00	22.80	0.00	54	301	12267	0.00	0.00	0.00	0.11	0.08	0.00	0.00	0.02	0.00	99.79
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	328	19675	19675	31.8	30.6	0.00	19.50	0.00	53	301	19675	0.00	0.00	0.00	0.08	0.14	0.00	0.00	0.01	0.00	99.77
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	329	15753	15753	31.6	30.0	0.01	23.58	0.00	54	301	15753	0.00	0.00	0.00	0.08	0.09	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	33	52719	52719	34.4	30.3	0.10	12.38	0.00	55	301	52719	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	330	26830	26830	32.3	30.5	0.01	18.12	0.00	54	301	26830	0.00	0.00	0.00	0.18	0.04	0.00	0.00	0.00	0.06	99.72
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	331.E1	55999	55999	33.3	30.6	0.03	12.75	0.00	54	301	55999	0.00	0.00	0.00	0.11	0.02	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	332	25193	25193	33.2	30.0	0.01	17.12	0.00	55	301	25193	0.00	0.00	0.00	0.07	0.01	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	333	41438	41438	33.0	30.4	0.02	13.77	0.00	55	301	41438	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.01	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	334	28806	28806	32.3	30.4	0.01	20.20	0.00	54	301	28806	0.00	0.00	0.00	0.09	0.05	0.00	0.00	0.00	0.02	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	335	44942	44942	32.5	30.3	0.02	19.07	0.00	53	301	44942	0.00	0.03	0.00	0.05	0.03	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	336	15661	15661	31.9	30.6	0.00	19.15	0.00	54	301	15661	0.00	0.00	0.00	0.12	0.05	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	337	34259	34259	33.0	30.5	0.01	14.59	0.00	55	301	34259	0.00	0.00	0.00	0.10	0.02	0.00	0.00	0.01	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	338	44244	44244	33.3	31.0	0.02	13.72	0.00	53	301	44244	0.00	0.00	0.00	0.09	0.01	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	339	59560	59560	34.1	30.0	0.03	14.22	0.00	54	301	59560	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	34	69005	69005	34.6	30.6	0.06	13.95	0.00	53	301	69005	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	340	54426	54426	33.2	30.9	0.03	14.72	0.00	54	301	54426	0.00	0.00	0.00	0.08	0.01	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	341	27501	27501	32.7	30.6	0.03	17.61	0.00	54	301	27501	0.00	0.00	0.00	0.13	0.02	0.00	0.00	0.04	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	342	46847	46847	33.1	30.7	0.02	14.28	0.00	55	301	46847	0.00	0.00	0.00	0.05	0.09	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	343.F1	12126	12126	34.5	30.4	0.46	21.38	0.00	54	301	12126	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	344	33507	33507	34.1	30.1	0.04	15.78	0.00	55	301	33507	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	345	62981	62981	34.6	30.5	0.04	13.74	0.00	54	301	62981	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	346	70315	70315	34.0	29.9	0.04	13.94	0.00	56	301	70315	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	99.97
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	347	73171	73171	34.5	30.3	0.04	14.26	0.00	54	301	73171	0.00	0.00	0.00	0.06	0.01	0.00	0.00	0.00	0.00	99.93
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	348	56365	56365	34.3	28.9	0.06	15.23	0.00	55	301	56365	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	349	66245	66245	34.5	30.6	0.10	13.84	0.00	54	301	66245	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	35	54754	54754	34.2	30.1	0.02	14.82	0.00	53	301	54754	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.01	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	350	79910	79910	34.6	30.5	0.09	14.54	0.00	54	301	79910	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	351	55347	55347	34.2	29.2	0.03	16.79	0.00	54	301	55347	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	99.93
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	352	89613	89613	34.6	30.9	0.07	11.40	0.00	54	301	89613	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	353	82106	82106	34.3	30.2	0.03	14.33	0.00	55	301	82106	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	354	91674	91674	34.5	30.4	0.04	13.32	0.00	55	301	91674	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	355.G1	75810	75810	34.2	29.4	0.05	16.39	0.00	54	301	75810	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	356	44173	44173	34.2	30.5	0.01	14.75	0.00	53	301	44173	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	357	69033	69033	34.3	30.6	0.03	15.07	0.00	54	301	69033	0.00	0.00	0.00	0.08	0.00	0.00	0.02	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	358	62343	62343	33.9	30.3	0.17	13.96	0.00	55	301	62343	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	359	84309	84309	34.3	30.7	0.03	12.57	0.00	53	301	84309	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	36	64379	64379	34.1	30.1	0.07	14.68	0.00	54	301	64379	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	360	59580	59580	33.9	30.5	0.04	14.14	0.00	55	301	59580	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	361	61080	61080	33.8	30.5	0.09	13.19	0.00	55	301	61080	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	362	66106	66106	34.0	30.5	0.03	15.16	0.00	54	301	66106	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	363	70185	70185	34.6	30.8	0.45	12.59	0.00	54	301	70185	0.00	1.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	98.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	364	94652	94652	33.8	29.9	0.03	12.52	0.00	57	301	94652	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	99.98
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	365	37507	37507	32.6	30.4	0.02	15.98	0.00	55	301	37507	0.00	0.00	0.00	0.05	0.02	0.00	0.00	0.00	0.02	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	366	68500	68500	33.9	30.6	0.12	14.54	0.00	54	301	68500	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.01	0.00	99.78
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	367.H1	66630	66630	34.5	30.5	0.07	13.26	0.00	55	301	66630	0.00	0.01	0.00	0.17	0.00	0.00	0.00	0.00	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	368	41246	41246	34.1	29.9	0.06	16.46	0.00	55	301	41246	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	99.93
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	369	70495	70495	34.1	29.6	0.09	13.70	0.00	56	301	70495	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.01	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	37.D1	26932	26932	32.9	30.8	0.03	16.26	0.00	53	301	26932	0.00	0.00	0.00	0.15	0.10	0.00	0.00	0.00	0.00	99.75
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	370	66388	66388	34.2	30.5	0.07	15.56	0.00	54	301	66388	0.00	0.00	0.00	0.20	0.01	0.00	0.00	0.00	0.00	99.79
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	371	63082	63082	34.4	30.7	0.13	13.33	0.00	53	301	63082	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	372	66467	66467	34.2	30.3	0.06	14.91	0.00	55	301	66467	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	373	62173	62173	33.7	29.8	0.03	15.39	0.00	55	301	62173	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	374	67570	67570	34.5	30.3	0.06	13.49	0.00	56	301	67570	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	99.80
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	375	69438	69438	34.6	30.6	0.05	12.85	0.00	55	301	69438	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	376	83515	83515	34.3	30.6	0.10	13.08	0.00	54	301	83515	0.00	0.01	0.00	0.16	0.00	0.00	0.00	0.00	0.00	99.83
